Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
China Unicom,https://www.crunchbase.com/organization/china-unicom,10001+,Active,https://www.chinaunicom.com,info@chinaunicom.com.hk,+8613010199999,9,9,3,,,,,,"Content and Publishing, Hardware, Internet Services, Media and Entertainment, Mobile","Internet, Mobile, News, Telecommunications, Wireless",,,,,,,,,,"Beijing, Beijing, China",$10B+,1994-06-18,day,"Alibaba Group, Didi, JD.com, Tencent, Baidu",https://www.linkedin.com/company/china-unicom/about/
Comcast Business,https://www.crunchbase.com/organization/comcast-business,10001+,Active,http://business.comcast.com/,,(855) 439-8603,1,1,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Privacy and Security","Internet, Network Security, Service Industry, Telecommunications, Wired Telecommunications, Wireless",,,,,814891890,USD,814891890,,,"Philadelphia, Pennsylvania, United States",$10B+,2006-08-07,day,,http://www.linkedin.com/company/2313203
Qualcomm,https://www.crunchbase.com/organization/qualcomm,10001+,Active,http://www.qualcomm.com,Careers@Qualcomm.com,(858) 587-1121,69,89,18,3,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Software, Telecommunications, Wireless",209,0,Electric Communication Technique,,,,,,,"San Diego, California, United States",$10B+,1985-01-01,day,KB Securities,https://www.linkedin.com/company/qualcomm
Broadcom,https://www.crunchbase.com/organization/broadcom,10001+,Active,http://www.broadcom.com,,408-433-8000,9,10,4,,,,,,"Hardware, Mobile, Science and Engineering","Mobile, Semiconductor, Wireless",,,,,763048787,USD,763048787,,,"San Jose, California, United States",$10B+,1991-01-01,year,"General American Investors Company,Inc",http://www.linkedin.com/company/broadcom
Huawei Technologies,https://www.crunchbase.com/organization/huawei,10001+,Active,http://huawei.com,support@huawei.com,+86 755 28780808,14,14,5,,,,,,"Hardware, Information Technology, Internet Services, Mobile, Software","Information and Communications Technology (ICT), Software, Web Hosting, Wireless","87,797","2,561",Electric Communication Technique,Scientific and electric apparatus and instruments,,,,,,"Shenzhen, Guangdong, China",$10B+,1987-01-01,year,,https://www.linkedin.com/company/huawei/
NetEase,https://www.crunchbase.com/organization/netease-com,10001+,Active,https://www.neteasegames.com,neteasegamespr@global.netease.com,+86 2085105163 ext. 57169,44,50,27,,,,,,"Advertising, Apps, Financial Services, Gaming, Hardware, Lending and Investments, Media and Entertainment, Mobile, Music and Audio, Sales and Marketing, Software","Advertising, Gaming, Mobile, Mobile Apps, Music, PC Games, Venture Capital, Wireless",0,7,,Telecommunications,,,,,,"Tokyo, Tokyo, Japan",$10B+,1997-06-01,month,SoftBank Capital,https://www.linkedin.com/company/netease
Verizon Wireless,https://www.crunchbase.com/organization/verizon,10001+,Closed,http://www.verizonwireless.com,,800-256-4646,7,7,,3,,,,,"Hardware, Mobile","Communication Hardware, Telecommunications, Wireless",,,,,11150573178,USD,11150573178,,,"Washington, District of Columbia, United States",$10B+,2000-04-04,day,,https://www.linkedin.com/company/verizon-wireless
Sprint,https://www.crunchbase.com/organization/sprint-nextel,10001+,Active,http://sprint.com,support@sprint.com,(913) 523-9887,8,10,3,,,,,,"Hardware, Mobile","Mobile, Telecommunications, Wireless",488,22,Electric Communication Technique,Telecommunications,162934000,USD,162934000,,,"Hillsboro, Oregon, United States",$10B+,1899-01-01,year,"TriplePoint Capital, Mastercard Foundation Fund for Rural Prosperity",http://www.linkedin.com/company/sprint
SoftBank,https://www.crunchbase.com/organization/softbank-b720,10001+,Active,https://www.softbank.jp,mgarreau29251@olc.edu,+81-605-964-6576,8,9,2,,,,,,"Consumer Electronics, Hardware, Information Technology, Internet Services, Mobile","Information and Communications Technology (ICT), Internet, Mobile Devices, Telecommunications, Wireless",509,9,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,,,"Minato, Chiba, Japan",$10B+,1986-12-09,day,,https://www.linkedin.com/company/softbank-mobile
Etisalat Misr,https://www.crunchbase.com/organization/etisalat,10001+,Active,http://etisalat.com,socialmedia@etisalat.ae,,,,,,,,,,"Hardware, Internet Services, Mobile","Internet, Mobile, Telecommunications, Wireless",,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",$10B+,1976-01-01,year,,http://www.linkedin.com/company/etisalat
Verizon Business,https://www.crunchbase.com/organization/verizon-business,10001+,Active,https://www.verizon.com,heidi.flato@verizonwireless.com,303.694.8990,,,,,,,,,"Hardware, Mobile",Wireless,,,,,,,,,,"Basking Ridge, New Jersey, United States",$10B+,2000-01-01,year,,https://www.linkedin.com/company-beta/2536037/
AES Corporation,https://www.crunchbase.com/organization/aes-corporation,51-100,Active,http://www.aes-corp.com,info@aes-corp.com,+119785357310,2,2,1,,,,,,"Hardware, Manufacturing, Mobile","Communications Infrastructure, Manufacturing, Wireless",,,,,4642482,USD,4642482,,,"Peabody, Massachusetts, United States",$10B+,1974-01-01,year,,https://www.linkedin.com/company/aes-corporation
Apex Site Management,https://www.crunchbase.com/organization/american-tower,5001-10000,Active,http://www.americantower.com,customer.relations@americantower.com,617-375-7500,3,5,1,,,,,,"Hardware, Mobile, Sales and Marketing","Public Relations, Wireless",,,,,872838852,USD,872838852,,,"Boston, Massachusetts, United States",$10B+,1995-01-01,year,,http://www.linkedin.com/company/american-tower
AT&T Wireless Mobility Group,https://www.crunchbase.com/organization/at-t-wireless-mobility-group,101-250,Active,https://www.att.com/,,,,,,,,,,,"Hardware, Mobile",Wireless,,,,,,,,,,"Tokyo, Tokyo, Japan",$10B+,2000-04-01,month,NTT DoCoMo,
AT&T Labs,https://www.crunchbase.com/organization/at-t-labs,10001+,Active,http://www.research.att.com,innovation@connected.att-mail.com,210-821-4105,,,,,,,,,"Hardware, Mobile","Telecommunications, Wireless",4,0,Computing; Calculating,,,,,,,"Dallas, Texas, United States",$10B+,1988-01-01,year,,
Zebra Technologies,https://www.crunchbase.com/organization/zebra-technologies,10001+,Active,https://www.zebra.com,socialmedia@zebra.com,1(877)275-9327,4,4,2,1,,,,,"Hardware, Information Technology, Manufacturing, Mobile, Other, Software","Information Technology, Manufacturing, Optical Communication, Real Time, RFID, Software, Telecommunications, Wireless",,,,,424368522,USD,424368522,,,"Lincolnshire, Illinois, United States",$1B to $10B,1991-01-01,year,"Morgan Stanley, Rev1 Ventures, North Coast Ventures, Deutsche Bank, Plymouth Growth",https://www.linkedin.com/company/zebra-technologies
DJI,https://www.crunchbase.com/organization/dji,10001+,Active,http://www.dji.com/,sales@dji.com,(818) 235-0789,4,6,,,,,,,"Consumer Electronics, Consumer Goods, Content and Publishing, Hardware, Manufacturing, Media and Entertainment, Mobile, Science and Engineering","Aerospace, Consumer Electronics, Drones, Manufacturing, Photography, Wireless","6,349",192,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,,,"Shenzhen, Guangdong, China",$1B to $10B,2006-11-06,day,"Sequoia Capital China, Accel, Victor Koch, Lighthouse Capital Management",https://www.linkedin.com/company/2630048
Telia Company,https://www.crunchbase.com/organization/teliasonera,10001+,Active,http://www.teliacompany.com/,,+46 (0)8-504 550 00,12,15,7,1,,,,,"Hardware, Mobile, Sales and Marketing","Mobile, Public Relations, Telecommunications, Wireless",81,40,Electric Communication Technique,Telecommunications,,,,,,"Stockholm, Stockholms Lan, Sweden",$1B to $10B,1853-01-01,year,,https://www.linkedin.com/company/teliacompany/
BrightSpeed,https://www.crunchbase.com/organization/brightspeed-llc,1001-5000,Active,https://brightspeed.com,info@brightspeed.com,+1 386-283-5060,,,,,,,,,"Hardware, Internet Services, Mobile","Internet, Telecommunications, Wireless",,,,,120455689,USD,120455689,,,"Charlotte, North Carolina, United States",$1B to $10B,2021-01-01,year,"Apollo, Mubadala, North Carolina Department of Information Technology",https://www.linkedin.com/company/brightspeed
Crown Castle,https://www.crunchbase.com/organization/crown-castle,5001-10000,Active,https://www.crowncastle.com/,,(877) 486-9377,2,4,2,,,,,,"Hardware, Internet Services, Mobile","Internet, Mobile, Telecommunications, Wireless",0,15,,Telecommunications,,,,,,"Houston, Texas, United States",$1B to $10B,1994-01-01,year,"Berkshire Partners, Centennial Ventures, Nassau Capital, Fay, Richwhite & Cie, J. Landis Martin",https://www.linkedin.com/company/crown-castle/
Sonos,https://www.crunchbase.com/organization/sonos,1001-5000,Active,http://www.sonos.com,pr@sonos.com,(800) 680-2345,1,1,1,,,,,,"Consumer Electronics, Hardware, Media and Entertainment, Mobile, Music and Audio","Audio, Consumer Electronics, Music, Wireless",,,,,,,,,,"Santa Barbara, California, United States",$1B to $10B,2002-06-30,day,"EquityZen, Greenspring Associates, Audrey Capital, Index Ventures, Headline",https://www.linkedin.com/company/sonos-inc-
Victra,https://www.crunchbase.com/organization/victra,5001-10000,Active,https://www.victra.com/,info@victra.com,1-888-876-2355,,,,,,,,,"Commerce and Shopping, Hardware, Mobile","Retail, Telecommunications, Wireless",0,2,,Advertising; business,143900764,USD,143900764,,,"Raleigh, North Carolina, United States",$1B to $10B,1996-01-01,year,,https://www.linkedin.com/company/victra/
Qorvo,https://www.crunchbase.com/organization/qorvo,5001-10000,Active,https://www.qorvo.com/,customer.support@qorvo.com,+1 844- 890-8163,,,,,,,,,"Hardware, Mobile, Science and Engineering","Network Hardware, Semiconductor, Wireless","1,828",19,Basic Electronic Circuitry,Scientific and electric apparatus and instruments,310006602,USD,310006602,,,"Greensboro, North Carolina, United States",$1B to $10B,2015-01-01,day,,https://www.linkedin.com/company/qorvo
9mobile,https://www.crunchbase.com/organization/9mobile,501-1000,Active,http://9mobile.com.ng/,care@9mobile.com.ng,08090000200,,,,,,,,,"Hardware, Mobile","Mobile, Telecommunications, Wireless",,,,,,,,,,"Ikoyi, Lagos, Nigeria",$1B to $10B,2008-10-23,day,Africa Finance Corporation,https://www.linkedin.com/company/9mobile/
General Atomics,https://www.crunchbase.com/organization/general-atomics,10001+,Active,http://www.ga.com,info@ga-utah.com,+1 858 455 3000,,,,,,,,,"Energy, Hardware, Manufacturing, Mobile, Sustainability","Energy, Energy Efficiency, Manufacturing, Wireless",137,17,Basic Electric Elements,Scientific and electric apparatus and instruments,92609121,USD,92609121,,,"San Diego, California, United States",$1B to $10B,1955-01-01,year,"Techstars, US Department of Energy, Techstars Ventures",https://www.linkedin.com/company/11419?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1432786558314%2Ctas%3AGeneral%20Atomics
Indus Towers,https://www.crunchbase.com/organization/indus-towers,1001-5000,Active,http://www.industowers.com,,+91 124 4296766,,,,,,,,,"Hardware, Mobile","Telecommunications, Wireless",,,,,,,,,,"Gurgaon, Haryana, India",$1B to $10B,2007-01-01,year,"Airtel, Kohlberg Kravis Roberts",https://www.linkedin.com/company/indus-towers-limited
Amkor Technology,https://www.crunchbase.com/organization/amkor-technology,10001+,Active,http://www.amkor.com,sales@amkor.com,(480) 821-5000,,,,,,,,,"Consumer Electronics, Hardware, Mobile, Science and Engineering","Electronics, Semiconductor, Wireless",,,,,535831440,USD,535831440,,,"Tempe, Arizona, United States",$1B to $10B,1968-01-01,year,,http://www.linkedin.com/company/amkor-technology
SBA Communications,https://www.crunchbase.com/organization/sba-communications,1001-5000,Active,http://www.sbasite.com,services@sbasite.com,561-995-7670,2,2,1,,,,,,"Hardware, Mobile","Telecommunications, Wireless",,,,,207186100,USD,207186100,,,"Boca Raton, Florida, United States",$1B to $10B,1989-01-01,year,TA Associates,http://www.linkedin.com/company/sba-communications
Microchip Technology,https://www.crunchbase.com/organization/microchip-technology,10001+,Active,http://www.microchip.com/,,(480)792-7200,,,,,,,,,"Hardware, Manufacturing, Mobile, Science and Engineering, Transportation","Automotive, Manufacturing, Semiconductor, Wireless","4,395",127,Computing; Calculating,Scientific and electric apparatus and instruments,608263210,USD,608263210,,,"Chandler, Arizona, United States",$1B to $10B,1989-01-01,year,"Opportunity Now Colorado, Sequoia Capital, Morgenthaler Ventures, SevenBridge Financial Group",https://www.linkedin.com/company/microchip-technology
Finisar,https://www.crunchbase.com/organization/finisar,10001+,Closed,http://www.finisar.com,sales@finisar.com,4085430083,3,3,,,,,,,"Hardware, Information Technology, Internet Services, Manufacturing, Mobile","Information Technology, Internet, Manufacturing, Optical Communication, Telecommunications, Wireless",307,4,Optics,Scientific and electric apparatus and instruments,,,,,,"Sunnyvale, California, United States",$1B to $10B,1988-01-01,year,"Apple, TA Associates, Summit Partners",https://www.linkedin.com/company/163813
U.S. Cellular,https://www.crunchbase.com/organization/u-s-cellular,5001-10000,Active,http://www.uscellular.com/,,+1 8668358475,1,1,,,,,,,"Hardware, Mobile, Other","Small and Medium Businesses, Telecommunications, Wireless",1,0,Electric Communication Technique,,339728429,USD,339728429,,,"Chicago, Illinois, United States",$1B to $10B,1983-01-01,year,"Missouri Department of Economic Development, Nebraska Public Service Commission",https://www.linkedin.com/company/uscellular
Idea Cellular,https://www.crunchbase.com/organization/idea-cellular,5001-10000,Active,http://www.ideacellular.com,,+917966714000,,,,,,,,,"Consumer Electronics, Hardware, Mobile","Mobile Devices, Telecommunications, Wireless",,,,,,,,,,"Mumbai, Maharashtra, India",$1B to $10B,1995-01-01,year,"Citi, TA Associates, Chrys Capital",http://www.linkedin.com/company/idea-cellular-ltd
MTN Nigeria,https://www.crunchbase.com/organization/mtn-nigeria,5001-10000,Active,https://www.mtnonline.com,,,,,,,,,,,"Hardware, Messaging and Telecommunications, Mobile","Telecommunications, Wired Telecommunications, Wireless",,,,,,,,,,"Lagos, Lagos, Nigeria",$1B to $10B,2001-01-01,year,"Microsoft, Rahim Thawer, African Capital Alliance",https://www.linkedin.com/company/mtn-nigeria/
VEON,https://www.crunchbase.com/organization/veon,10001+,Active,https://veon.com,pr@veon.com,+31 20 797 7200,1,1,1,,,,,,"Hardware, Information Technology, Internet Services, Mobile","Information Technology, Internet, Telecommunications, Wireless",0,3,,Advertising; business,,,,,,"Amsterdam, Noord-Holland, The Netherlands",$1B to $10B,1992-09-15,day,"Sberbank, Baring Vostok Capital Partners, Alfa-Bank, VTB Bank",https://www.linkedin.com/company/veon/
Alibaba Health Information Technology,https://www.crunchbase.com/organization/alibaba-health-information-technology,251-500,Active,http://www.alihealth.cn,,400-8199-380,7,7,4,,,,,,"Hardware, Health Care, Information Technology, Mobile","Information Technology, Wellness, Wireless",,,,,,,,,,"Beijing, Beijing, China",$1B to $10B,1998-03-11,day,"Alibaba Group, Ant Group",https://www.linkedin.com/company/%E9%98%BF%E9%87%8C%E5%81%A5%E5%BA%B7
Oi,https://www.crunchbase.com/organization/oi-telemar,10001+,Active,http://www.oi.com.br,,+55 61 3415-1901,,,,,,,,,"Hardware, Internet Services, Mobile","Internet, Telecommunications, Wireless",,,,,,,,,,"Rio De Janeiro, Rio de Janeiro, Brazil",$1B to $10B,1963-01-01,year,BTG Pactual,https://www.linkedin.com/company/oitelemar
True Corporation,https://www.crunchbase.com/organization/true-corporation,10001+,Active,http://www3.truecorp.co.th/home,,(662)643-1111,1,1,1,,,,,,"Hardware, Internet Services, Media and Entertainment, Mobile, Video","ISP, TV, Wireless",1,0,Computing; Calculating,,,,,,,"Bangkok, Krung Thep, Thailand",$1B to $10B,1990-11-13,day,China Mobile,https://www.linkedin.com/company/true-corporation/
Avaya,https://www.crunchbase.com/organization/avaya,10001+,Active,http://www.avaya.com,,+1 (866) 462-8292,3,3,1,,,,,,"Consumer Electronics, Hardware, Information Technology, Internet Services, Mobile, Other, Software","Cloud Computing, Electronics, Information Services, Information Technology, Small and Medium Businesses, Software, Telecommunications, Wireless","2,217",36,Electric Communication Technique,Scientific and electric apparatus and instruments,414900000,USD,414900000,,,"Durham, North Carolina, United States",$1B to $10B,2000-01-01,year,Warburg Pincus,https://in.linkedin.com/company/avaya
Sonova,https://www.crunchbase.com/organization/sonova-holding,10001+,Active,http://www.sonova.com,contact@sonova.com,+41 58 928 01 01,,,,,,,,,"Consumer Electronics, Hardware, Health Care, Manufacturing, Mobile, Other, Professional Services","Communication Hardware, Customer Service, Manufacturing, Medical Device, Wearables, Wireless","1,250",445,Electric Communication Technique,Medical apparatus and instruments,530155,USD,530155,,,"Stafa, Zurich, Switzerland",$1B to $10B,1985-01-01,year,,https://www.linkedin.com/company/sonovagroup
Likewize,https://www.crunchbase.com/organization/brightstar,5001-10000,Active,https://likewize.com,,,,,,,,,,,"Consumer Electronics, Financial Services, Hardware, Mobile, Other","Leasing, Mobile, Mobile Devices, Service Industry, Telecommunications, Wireless",3,10,Computing; Calculating,Scientific and electric apparatus and instruments,189669370,USD,189669370,,,"Miami, Florida, United States",$1B to $10B,1997-01-01,year,"Genstar Capital, Lindsay Goldberg",https://www.linkedin.com/company/likewizecorp
Keysight Technologies,https://www.crunchbase.com/organization/keysight-technologies,10001+,Active,https://www.keysight.com,usa_orders@keysight.com,+1 800 829 4444,3,4,1,,,,,,"Consumer Electronics, Data and Analytics, Design, Hardware, Information Technology, Manufacturing, Mobile, Privacy and Security, Software","Analytics, Cloud Security, Electronics, Manufacturing, Network Security, Product Design, Software, Test and Measurement, Wireless",786,327,Testing,Scientific and electric apparatus and instruments,,,,,,"Santa Rosa, California, United States",$1B to $10B,1939-01-01,year,"Department for Science, Innovation and Technology (DSIT)",https://www.linkedin.com/company/keysight-technologies/
MediaTek,https://www.crunchbase.com/organization/mediatek,10001+,Active,http://www.mediatek.com,careers.usa@mediatek.com,886-3-567-0766,28,32,5,,,,,,"Hardware, Internet Services, Mobile, Science and Engineering","Internet of Things, Semiconductor, Wireless","5,210",116,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,,,"Hsinchu, T'ai-wan, Taiwan",$1B to $10B,1997-01-01,year,,http://www.linkedin.com/company/17763
HPE Aruba Networking,https://www.crunchbase.com/organization/aruba-networks,5001-10000,Active,http://www.arubanetworks.com,info@arubanetworks.com,866-211 0254,1,1,,,,,,,"Hardware, Mobile, Software","Communication Hardware, Enterprise Software, Mobile, Wireless",38,1,Electric Communication Technique,Scientific and electric apparatus and instruments,114593466,USD,114593466,,,"Santa Clara, California, United States",$1B to $10B,2002-01-01,day,"Sequoia Capital, Trinity Ventures, Artis Ventures (AV), Matrix, Focus Ventures",https://www.linkedin.com/company/aruba-a-hewlett-packard-enterprise-company
Marvell,https://www.crunchbase.com/organization/marvell-technology,5001-10000,Active,https://www.marvell.com/,pr@marvell.com,408-222-2500,4,4,,,,,,,"Hardware, Internet Services, Manufacturing, Mobile, Science and Engineering","DSP, Internet of Things, Manufacturing, Semiconductor, Wireless",90,0,Electric Communication Technique,,447277695,USD,447277695,,,"Santa Clara, California, United States",$1B to $10B,1995-01-01,year,"Ameriprise Financial, Tsinghua Holdings",https://www.linkedin.com/company/marvell
Consumer Cellular,https://www.crunchbase.com/organization/consumer-cellular,1001-5000,Active,http://www.ConsumerCellular.com,Service@ConsumerCellular.com,(888) 345-5509,,,,,,,,,"Commerce and Shopping, Hardware, Mobile, Other","Mobile, Retail, Service Industry, Telecommunications, Wireless",0,7,,Scientific and electric apparatus and instruments,72273414,USD,72273414,,,"Portland, Oregon, United States",$1B to $10B,1995-10-01,day,GTCR,https://www.linkedin.com/company/consumer-cellular-inc-
L-3 Communications,https://www.crunchbase.com/organization/l-3-communications,10001+,Closed,https://www.l3t.com/,,(212)697-1111,1,1,1,,,,,,"Government and Military, Hardware, Media and Entertainment, Mobile, Other, Science and Engineering, Video","Aerospace, Broadcasting, Mobile, National Security, Satellite Communication, Service Industry, Wireless",,,,,1289183734,USD,1289183734,,,"New York, New York, United States",$1B to $10B,1917-01-01,year,,
Underwriters Laboratories (UL),https://www.crunchbase.com/organization/underwriters-laboratories-ul,10001+,Active,http://www.ul.com,cec.us@us.ul.com,8476641181,,,,,,,,,"Hardware, Information Technology, Internet Services, Mobile, Other, Privacy and Security, Professional Services, Software, Sustainability, Transportation","Cloud Management, Cyber Security, Legal, Risk Management, Security, Service Industry, Supply Chain Management, Sustainability, Wireless",31,149,Testing,Scientific and technological services,1082294,USD,1082294,,,"Northbrook, Illinois, United States",$1B to $10B,1900-01-01,year,,http://www.linkedin.com/company/ul-
Motorola,https://www.crunchbase.com/organization/motorola-corporate,10001+,Active,http://www.motorola.com/,,(800) 102-2344,7,10,,,,,,,"Consumer Electronics, Hardware, Mobile, Other, Sales and Marketing, Software","Consumer Electronics, Digital Marketing, Infrastructure, Mobile, Mobile Devices, Software, Wireless","2,647",0,Electric Communication Technique,,1002987438,USD,1002987438,,,"Chicago, Illinois, United States",$1B to $10B,1928-09-25,day,,https://www.linkedin.com/company/1066
Prime Communications,https://www.crunchbase.com/organization/prime-communications,5001-10000,Active,http://www.primecomms.com/,info@primecomms.com,(281) 240-7800,,,,,,,,,"Commerce and Shopping, Hardware, Mobile","Retail, Telecommunications, Wireless",,,,,,,,,,"Sugar Land, Texas, United States",$1B to $10B,1999-01-01,year,,https://www.linkedin.com/company/prime-communications_868531/
MSX International,https://www.crunchbase.com/organization/msx-international,5001-10000,Active,http://www.msxi.com,,+1 248 829 6300,2,2,1,,,,,,"Administrative Services, Hardware, Information Technology, Mobile, Professional Services, Software","Consulting, Human Resources, Information Technology, Software, Staffing Agency, Telecommunications, Wireless",0,11,,Advertising; business,81531069,USD,81531069,,,"Detroit, Michigan, United States",$1B to $10B,1996-01-01,year,,https://www.linkedin.com/company-beta/165062/?pathWildcard=165062
GN Group,https://www.crunchbase.com/organization/gn-store-nord,10001+,Active,http://www.gn.com/,Info@gn.com,(454)575-0000,,,,,,,,,"Consumer Electronics, Energy, Hardware, Health Care, Manufacturing, Media and Entertainment, Mobile, Music and Audio","Audio, Consumer Electronics, Electrical Distribution, Electronics, Health Care, Manufacturing, Telecommunications, Wireless",580,169,Electric Communication Technique,Medical apparatus and instruments,,,,,,"Ballerup, Hovedstaden, Denmark",$1B to $10B,1869-01-01,year,,https://www.linkedin.com/company/gn-store-nord/
PCS Wireless,https://www.crunchbase.com/organization/pcs-wireless,251-500,Active,http://www.pcsww.com/,,973-805-7400,,,,,,,,,"Commerce and Shopping, Hardware, Mobile, Transportation","Logistics, Telecommunications, Wholesale, Wireless",1,8,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,,,"Florham Park, New Jersey, United States",$1B to $10B,2001-01-01,year,,http://www.linkedin.com/company/69909
